run_id,pTransmit,arrive,triage,untreated,treated,adultAdmit,childAdmit,discharge,ambulatory,staffInfected,waitAvg,dsToHospital,S,I
1784779802125,0.0400,4078,41,43,20,39,2,20,3994,1,0.0337,4393,78099.17,40689.93
1784779802154,0.0400,4076,31,71,13,31,0,13,3974,3,0.0000,4393,78099.18,40689.92
1784779802193,0.0400,4084,39,65,14,32,7,14,3980,4,0.0225,4393,78099.15,40689.95
1784779802232,0.0400,4087,38,51,13,36,2,13,3998,1,0.0000,4393,78099.18,40689.92
1784779802274,0.0400,4073,40,45,15,39,1,15,3988,5,0.0000,4393,78099.16,40689.93
1784779802315,0.0400,4069,37,54,24,32,4,24,3978,0,0.0337,4393,78099.16,40689.93
1784779802348,0.0400,4077,31,49,20,29,2,20,3997,2,0.0112,4393,78099.13,40689.96
1784779802380,0.0400,4081,32,46,16,29,3,16,4003,4,0.0000,4393,78099.15,40689.95
1784779802422,0.0400,4079,25,58,12,23,2,12,3996,4,0.0112,4393,78099.15,40689.95
1784779802459,0.0400,4076,26,46,11,26,0,11,4004,3,0.0000,4393,78099.14,40689.95
1784779802494,0.0400,4086,33,46,16,32,1,16,4007,4,0.0225,4393,78099.21,40689.90
1784779802535,0.0400,4068,53,57,18,52,1,18,3958,2,0.0112,4393,78099.15,40689.95
1784779802566,0.0400,4080,36,50,15,35,1,15,3994,2,0.0112,4393,78099.16,40689.93
1784779802596,0.0400,4081,36,49,13,35,1,13,3996,3,0.0112,4393,78099.14,40689.96
1784779802623,0.0400,4084,40,48,15,39,1,15,3996,3,0.0225,4393,78099.14,40689.96
1784779802653,0.0400,4071,35,60,12,33,2,12,3976,1,0.0000,4393,78099.13,40689.96
1784779802683,0.0400,4099,35,59,15,33,2,15,4005,2,0.0225,4393,78099.16,40689.94
1784779802712,0.0400,4083,41,60,16,36,4,16,3982,2,0.0112,4393,78099.19,40689.91
1784779802744,0.0400,4082,24,49,10,23,1,10,4009,4,0.0000,4393,78099.15,40689.95
1784779802784,0.0400,4101,39,48,16,37,2,16,4014,5,0.0112,4393,78099.17,40689.93
1784779802821,0.0400,4081,40,60,14,39,1,14,3981,3,0.0112,4393,78099.16,40689.94
1784779802865,0.0400,4087,46,50,14,45,1,14,3991,4,0.0000,4393,78099.20,40689.91
1784779802909,0.0400,4079,39,44,19,35,3,19,3996,2,0.0337,4393,78099.16,40689.93
1784779802945,0.0400,4082,31,51,15,27,4,15,4000,5,0.0000,4393,78099.15,40689.95
1784779802975,0.0400,4074,27,55,16,27,0,16,3992,1,0.0000,4393,78099.19,40689.91
1784779803010,0.0400,4083,39,48,14,37,2,14,3996,3,0.0225,4393,78099.18,40689.92
1784779803051,0.0400,4094,41,58,17,38,3,17,3995,5,0.0112,4393,78099.16,40689.94
1784779803085,0.0400,4081,36,51,10,34,2,10,3994,4,0.0000,4393,78099.17,40689.93
1784779803112,0.0400,4073,30,56,18,26,4,18,3987,4,0.0337,4393,78099.15,40689.94
1784779803139,0.0400,4085,41,47,20,40,1,20,3997,4,0.0225,4393,78099.16,40689.94
1784779803169,0.0400,4081,32,57,15,32,0,15,3992,3,0.0225,4393,78099.15,40689.95
1784779803199,0.0400,4084,42,49,16,39,3,16,3993,5,0.0112,4393,78099.15,40689.94
1784779803228,0.0400,4073,39,61,21,38,1,21,3973,2,0.0112,4393,78099.21,40689.90
1784779803257,0.0400,4075,31,57,21,30,1,21,3987,3,0.0225,4393,78099.18,40689.92
1784779803284,0.0400,4090,40,59,14,39,1,14,3991,4,0.0337,4393,78099.15,40689.95
1784779803313,0.0400,4089,32,45,15,31,1,15,4012,5,0.0000,4393,78099.14,40689.95
1784779803342,0.0400,4086,38,55,18,35,3,18,3993,2,0.0112,4393,78099.18,40689.92
1784779803379,0.0400,4066,40,50,18,38,2,18,3976,3,0.0112,4393,78099.13,40689.96
1784779803407,0.0400,4067,23,50,8,23,0,8,3994,0,0.0112,4393,78099.13,40689.96
1784779803449,0.0400,4073,39,52,12,37,2,12,3982,2,0.0337,4393,78099.13,40689.96
1784779803489,0.0400,4074,31,57,13,29,2,13,3986,2,0.0000,4393,78099.14,40689.96
1784779803523,0.0400,4092,29,58,14,28,1,14,4005,3,0.0000,4393,78099.15,40689.94
1784779803557,0.0400,4086,28,51,12,28,0,12,4007,2,0.0112,4393,78099.18,40689.92
1784779803589,0.0400,4063,40,58,22,36,4,22,3965,2,0.0225,4393,78099.13,40689.96
1784779803621,0.0400,4077,31,58,17,30,1,17,3988,0,0.0000,4393,78099.14,40689.96
1784779803653,0.0400,4085,41,56,14,36,5,14,3988,5,0.0225,4393,78099.17,40689.93
1784779803688,0.0400,4078,32,58,15,31,1,15,3988,3,0.0225,4393,78099.14,40689.95
1784779803717,0.0400,4074,35,48,13,34,1,13,3991,2,0.0225,4393,78099.18,40689.92
1784779803748,0.0400,4082,48,58,22,42,6,22,3976,2,0.0225,4393,78099.15,40689.95
1784779803788,0.0400,4072,38,57,13,36,2,13,3977,3,0.0112,4393,78099.17,40689.93
1784779803817,0.0400,4079,46,44,18,44,2,18,3989,5,0.0225,4393,78099.20,40689.90
1784779803863,0.0400,4083,29,49,12,27,2,12,4005,3,0.0225,4393,78099.13,40689.96
1784779803900,0.0400,4078,25,44,9,24,1,9,4009,3,0.0225,4393,78099.18,40689.92
1784779803940,0.0400,4092,37,62,18,35,2,18,3993,3,0.0000,4393,78099.16,40689.94
1784779803975,0.0400,4078,37,51,15,36,1,15,3990,3,0.0449,4393,78099.13,40689.96
1784779804027,0.0400,4085,25,53,15,24,1,15,4007,4,0.0112,4393,78099.16,40689.93
1784779804060,0.0400,4083,33,54,14,33,0,14,3996,2,0.0112,4393,78099.16,40689.94
1784779804090,0.0400,4079,32,55,15,31,1,15,3992,1,0.0112,4393,78099.17,40689.93
1784779804117,0.0400,4095,36,63,12,35,1,12,3996,3,0.0000,4393,78099.15,40689.94
1784779804147,0.0400,4084,43,65,16,42,1,16,3976,3,0.0112,4393,78099.19,40689.91
1784779804180,0.0400,4088,29,52,10,28,1,10,4007,3,0.0000,4393,78099.13,40689.96
1784779804212,0.0400,4071,46,54,18,45,1,18,3971,4,0.0225,4393,78099.14,40689.95
1784779804239,0.0400,4082,26,63,11,24,2,11,3993,2,0.0000,4393,78099.15,40689.95
1784779804268,0.0400,4085,22,59,8,20,2,8,4004,5,0.0225,4393,78099.14,40689.95
1784779804297,0.0400,4078,25,51,8,23,2,8,4002,5,0.0000,4393,78099.18,40689.92
1784779804324,0.0400,4080,45,45,19,42,3,19,3990,7,0.0225,4393,78099.16,40689.93
1784779804353,0.0400,4079,38,45,14,36,2,14,3996,2,0.0225,4393,78099.17,40689.93
1784779804379,0.0400,4077,31,59,13,30,1,13,3987,0,0.0337,4393,78099.15,40689.95
1784779804409,0.0400,4085,30,55,14,28,2,14,4000,4,0.0337,4393,78099.18,40689.92
1784779804441,0.0400,4087,36,46,16,33,3,16,4005,2,0.0112,4393,78099.14,40689.95
1784779804470,0.0400,4070,45,46,21,40,5,21,3979,4,0.0562,4393,78099.19,40689.91
1784779804526,0.0400,4084,37,43,22,35,2,22,4004,3,0.0225,4393,78099.18,40689.92
1784779804557,0.0400,4076,46,49,18,42,4,18,3981,1,0.0112,4393,78099.15,40689.95
1784779804584,0.0400,4093,32,50,16,31,1,16,4011,6,0.0000,4393,78099.13,40689.96
1784779804614,0.0400,4093,42,64,18,42,0,18,3987,3,0.0000,4393,78099.20,40689.90
1784779804644,0.0400,4086,32,41,19,31,1,19,4013,3,0.0000,4393,78099.17,40689.93
1784779804675,0.0400,4072,27,35,12,27,0,12,4010,0,0.0000,4393,78099.13,40689.96
1784779804701,0.0400,4085,41,65,16,41,0,16,3979,2,0.0225,4393,78099.17,40689.93
1784779804731,0.0400,4086,37,43,16,36,1,16,4006,1,0.0112,4393,78099.17,40689.93
1784779804759,0.0400,4095,41,51,17,41,0,17,4003,3,0.0112,4393,78099.19,40689.91
1784779804786,0.0400,4070,27,55,14,25,2,14,3988,2,0.0112,4393,78099.16,40689.93
1784779804820,0.0400,4083,38,51,21,36,2,21,3994,2,0.0225,4393,78099.14,40689.96
1784779804851,0.0400,4094,36,63,15,34,2,15,3995,5,0.0000,4393,78099.13,40689.96
1784779804883,0.0400,4098,42,57,19,37,5,19,3999,2,0.0112,4393,78099.15,40689.95
1784779804916,0.0400,4086,31,59,11,30,1,11,3996,4,0.0000,4393,78099.14,40689.95
1784779804947,0.0400,4074,36,54,17,33,3,17,3984,1,0.0000,4393,78099.16,40689.94
1784779804977,0.0400,4076,39,57,14,34,5,14,3980,3,0.0112,4393,78099.17,40689.93
1784779805012,0.0400,4071,32,53,14,32,0,14,3986,3,0.0112,4393,78099.16,40689.94
1784779805039,0.0400,4075,34,44,13,33,1,13,3997,4,0.0112,4393,78099.15,40689.94
1784779805068,0.0400,4091,35,47,17,33,2,17,4009,4,0.0112,4393,78099.15,40689.94
1784779805110,0.0400,4086,39,49,14,36,3,14,3998,2,0.0225,4393,78099.16,40689.94
1784779805137,0.0400,4069,44,51,20,41,3,20,3974,2,0.0225,4393,78099.16,40689.94
1784779805172,0.0400,4071,34,55,14,33,1,14,3982,4,0.0225,4393,78099.15,40689.94
1784779805202,0.0400,4074,45,48,19,45,0,19,3981,5,0.0225,4393,78099.13,40689.96
1784779805232,0.0400,4067,38,61,19,36,2,19,3968,5,0.0449,4393,78099.13,40689.96
1784779805260,0.0400,4070,46,57,16,45,1,16,3967,4,0.0112,4393,78099.14,40689.96
1784779805294,0.0400,4087,37,43,18,36,1,18,4007,3,0.0112,4393,78099.15,40689.95
1784779805320,0.0400,4083,46,54,21,40,6,21,3983,2,0.0000,4393,78099.16,40689.94
1784779805348,0.0400,4080,38,47,14,36,2,14,3995,3,0.0337,4393,78099.15,40689.95
1784779805375,0.0400,4083,36,51,13,34,2,13,3996,3,0.0000,4393,78099.15,40689.94
1784779805403,0.0400,4087,42,57,16,39,3,16,3988,4,0.0000,4393,78099.17,40689.93
1784779805432,0.0400,4075,33,55,16,31,2,16,3987,3,0.0112,4393,78099.13,40689.96
1784779805461,0.0400,4088,33,60,15,31,2,15,3995,3,0.0225,4393,78099.15,40689.94
1784779805490,0.0400,4080,31,53,13,29,2,13,3996,2,0.0225,4393,78099.17,40689.93
1784779805524,0.0400,4097,33,52,18,33,0,18,4012,4,0.0000,4393,78099.13,40689.96
1784779805558,0.0400,4090,38,59,14,36,2,14,3993,6,0.0337,4393,78099.13,40689.96
1784779805590,0.0400,4084,33,56,14,31,2,14,3995,3,0.0112,4393,78099.14,40689.96
1784779805621,0.0400,4082,34,49,16,34,0,16,3999,2,0.0000,4393,78099.13,40689.96
1784779805653,0.0400,4088,38,51,15,35,3,15,3999,0,0.0000,4393,78099.13,40689.96
1784779805682,0.0400,4080,44,53,21,42,1,21,3983,4,0.0449,4393,78099.13,40689.96
1784779805712,0.0400,4090,41,54,17,33,8,17,3995,1,0.0225,4393,78099.13,40689.96
1784779805751,0.0400,4086,35,61,21,34,1,21,3990,5,0.0112,4393,78099.14,40689.96
1784779805779,0.0400,4099,47,49,20,45,1,20,4003,2,0.0225,4393,78099.18,40689.92
1784779805808,0.0400,4085,43,48,13,40,3,13,3994,6,0.0112,4393,78099.13,40689.96
1784779805838,0.0400,4082,50,50,18,49,1,18,3982,3,0.0112,4393,78099.17,40689.93
1784779805866,0.0400,4086,31,55,15,29,2,15,4000,5,0.0225,4393,78099.13,40689.96
1784779805893,0.0400,4088,39,58,16,38,1,16,3991,4,0.0000,4393,78099.13,40689.96
1784779805925,0.0400,4074,31,61,14,28,3,14,3982,3,0.0112,4393,78099.13,40689.96
1784779805955,0.0400,4086,48,45,16,47,1,16,3993,3,0.0337,4393,78099.17,40689.93
1784779805983,0.0400,4072,39,54,17,36,3,17,3979,3,0.0000,4393,78099.16,40689.93
1784779806010,0.0400,4079,44,52,18,42,2,18,3983,2,0.0000,4393,78099.18,40689.92
1784779806039,0.0400,4100,32,46,15,30,2,15,4022,7,0.0225,4393,78099.16,40689.94
1784779806084,0.0400,4085,37,57,18,37,0,18,3991,2,0.0000,4393,78099.16,40689.94
1784779806113,0.0400,4072,41,46,17,40,0,17,3985,2,0.0225,4393,78099.13,40689.96
1784779806142,0.0400,4082,30,48,7,29,1,7,4004,3,0.0112,4393,78099.18,40689.92
1784779806169,0.0400,4078,34,44,10,30,4,10,4000,2,0.0112,4393,78099.14,40689.95
1784779806219,0.0400,4086,36,64,16,36,0,16,3986,2,0.0449,4393,78099.16,40689.94
1784779806248,0.0400,4082,35,46,22,35,0,22,4001,3,0.0225,4393,78099.13,40689.96
1784779806280,0.0400,4077,40,50,19,38,2,19,3987,2,0.0000,4393,78099.18,40689.92
1784779806308,0.0400,4073,36,48,10,34,2,10,3989,4,0.0337,4393,78099.13,40689.96
1784779806334,0.0400,4083,33,66,17,31,2,17,3984,3,0.0225,4393,78099.16,40689.94
