run_id,pTransmit,arrive,triage,untreated,treated,adultAdmit,childAdmit,discharge,ambulatory,staffInfected,waitAvg,dsToHospital,S,I
1784904973526,0.04,4966,36,52,10,33,3,10,4878,3,0.0,4920,59263.56,58999.16
1784904973555,0.04,4869,29,51,12,27,2,12,4789,2,0.0225,4920,59263.63,58999.1
1784904973587,0.04,4924,28,46,19,27,1,19,4850,5,0.0,4920,59263.63,58999.1
1784904973619,0.04,4874,30,52,17,28,2,17,4792,4,0.0337,4920,59263.54,58999.18
1784904973662,0.04,4885,34,53,18,33,1,18,4797,1,0.0225,4920,59263.54,58999.18
1784904973690,0.04,4858,26,57,9,24,2,9,4775,1,0.0225,4920,59263.58,58999.14
1784904973719,0.04,4869,32,58,14,32,0,14,4779,2,0.0,4920,59263.55,58999.17
1784904973748,0.04,4910,31,44,14,30,1,14,4835,4,0.0225,4920,59263.55,58999.17
1784904973790,0.04,4902,46,63,25,43,3,25,4793,2,0.0225,4920,59263.65,58999.08
1784904973823,0.04,4873,27,40,14,26,1,14,4806,3,0.0,4920,59263.59,58999.13
1784904973853,0.04,4866,36,42,14,34,2,14,4788,4,0.0225,4920,59263.66,58999.07
1784904973883,0.04,4902,42,55,11,39,3,11,4805,4,0.0112,4920,59263.61,58999.12
1784904973915,0.04,4849,31,56,12,30,1,12,4762,4,0.0,4920,59263.59,58999.13
1784904973952,0.04,4890,33,52,13,33,0,13,4805,4,0.0225,4920,59263.59,58999.13
1784904973994,0.04,4977,36,53,18,34,2,18,4888,3,0.0112,4920,59263.64,58999.1
1784904974026,0.04,4876,35,46,25,33,2,25,4795,2,0.0,4920,59263.6,58999.12
1784904974057,0.04,4913,36,38,17,33,3,17,4839,1,0.0112,4920,59263.66,58999.08
1784904974094,0.04,4846,31,42,8,28,3,8,4773,4,0.0337,4920,59263.59,58999.14
1784904974130,0.04,4948,28,57,16,26,2,16,4863,4,0.0112,4920,59263.53,58999.19
1784904974163,0.04,4944,39,60,19,37,2,19,4845,3,0.0337,4920,59263.57,58999.15
1784904974203,0.04,4878,46,51,17,42,4,17,4781,3,0.0337,4920,59263.75,58999.0
1784904974237,0.04,4893,28,50,14,26,2,14,4815,6,0.0,4920,59263.63,58999.1
1784904974270,0.04,4920,30,48,16,29,1,16,4842,7,0.0112,4920,59263.59,58999.13
1784904974305,0.04,4890,47,44,18,43,4,18,4799,5,0.0,4920,59263.64,58999.09
1784904974339,0.04,4886,28,45,10,27,1,10,4813,3,0.0225,4920,59263.62,58999.11
1784904974374,0.04,4885,28,47,9,25,3,9,4810,5,0.0,4920,59263.52,58999.19
1784904974411,0.04,4925,34,51,16,32,2,16,4840,4,0.0112,4920,59263.58,58999.14
1784904974447,0.04,4901,37,59,18,33,3,18,4805,3,0.0225,4920,59263.56,58999.16
1784904974485,0.04,4884,30,45,19,28,2,19,4809,2,0.0112,4920,59263.56,58999.16
1784904974519,0.04,4903,29,50,12,28,1,12,4824,1,0.0112,4920,59263.55,58999.17
1784904974553,0.04,4887,32,50,17,31,1,17,4805,6,0.0225,4920,59263.55,58999.17
1784904974593,0.04,4923,35,55,12,34,1,12,4833,1,0.0112,4920,59263.65,58999.08
1784904974630,0.04,4895,36,45,17,32,4,17,4814,6,0.0225,4920,59263.58,58999.14
1784904974662,0.04,4919,33,45,14,31,2,14,4841,5,0.0225,4920,59263.57,58999.15
1784904974691,0.04,4877,42,50,20,40,2,20,4785,3,0.0337,4920,59263.56,58999.16
1784904974731,0.04,4925,36,48,20,33,3,20,4841,4,0.0225,4920,59263.54,58999.18
1784904974762,0.04,4920,30,42,13,27,2,13,4848,3,0.0225,4920,59263.62,58999.11
1784904974793,0.04,4868,39,57,17,39,0,17,4772,2,0.0225,4920,59263.59,58999.14
1784904974828,0.04,4921,38,42,16,35,3,16,4841,3,0.0,4920,59263.57,58999.15
