staff,auto,gate,unt,p_child,arr_d,untreated,treated,adult,child,mape_t5,mape_f8,desv_unt,desv_tre,desv_ad,desv_ch
0,false,0.009229,0.014212,0.0700,198.05,62.00,19.00,37.00,3.00,23.400,8.73,20.20,19.50,11.04,42.86
0,false,0.009669,0.010982,0.0700,198.00,48.00,20.00,39.00,3.00,23.158,8.73,-6.94,25.79,17.05,42.86
0,false,0.009669,0.011628,0.0700,198.00,50.00,20.00,39.00,3.00,22.188,8.73,-3.06,25.79,17.05,42.86
0,false,0.009669,0.012274,0.0700,198.00,53.00,20.00,39.00,3.00,22.111,8.73,2.75,25.79,17.05,42.86
0,false,0.009669,0.012920,0.0700,198.00,56.00,20.00,39.00,3.00,23.565,8.73,8.57,25.79,17.05,42.86
0,false,0.009669,0.013566,0.0700,198.00,59.00,20.00,39.00,3.00,25.019,8.73,14.39,25.79,17.05,42.86
0,false,0.009669,0.014212,0.0700,198.00,62.00,20.00,39.00,3.00,26.473,8.73,20.20,25.79,17.05,42.86
0,true,0.008010,0.011759,0.0500,198.05,51.00,17.00,33.00,2.00,3.441,8.73,-1.12,6.92,-0.96,-4.76
0,true,0.008010,0.011759,0.0550,198.05,51.00,17.00,33.00,2.00,3.441,8.73,-1.12,6.92,-0.96,-4.76
0,true,0.008010,0.011759,0.0590,198.05,51.00,17.00,33.00,2.00,3.441,8.73,-1.12,6.92,-0.96,-4.76
0,true,0.008010,0.011759,0.0620,198.05,51.00,17.00,33.00,2.00,3.441,8.73,-1.12,6.92,-0.96,-4.76
0,true,0.008010,0.011759,0.0650,198.05,51.00,17.00,33.00,2.00,3.441,8.73,-1.12,6.92,-0.96,-4.76
0,true,0.008010,0.011759,0.0700,198.05,51.00,17.00,32.00,2.00,4.192,8.73,-1.12,6.92,-3.96,-4.76
1.5,false,0.007471,0.010982,0.0500,199.55,48.00,15.00,31.00,2.00,6.081,8.73,-6.94,-5.66,-6.96,-4.76
1.5,false,0.007471,0.011628,0.0500,199.55,51.00,15.00,31.00,2.00,4.627,8.73,-1.12,-5.66,-6.96,-4.76
1.5,false,0.007471,0.012274,0.0500,199.55,53.00,15.00,31.00,2.00,5.035,8.73,2.75,-5.66,-6.96,-4.76
1.5,false,0.007471,0.012920,0.0500,199.55,56.00,15.00,31.00,2.00,6.489,8.73,8.57,-5.66,-6.96,-4.76
1.5,false,0.007471,0.013566,0.0500,199.55,60.00,15.00,31.00,2.00,8.427,8.73,16.32,-5.66,-6.96,-4.76
1.5,false,0.007471,0.014212,0.0500,199.55,62.00,15.00,31.00,2.00,9.397,8.73,20.20,-5.66,-6.96,-4.76
1.5,false,0.007911,0.010982,0.0500,199.55,48.00,16.00,33.00,2.00,3.323,8.73,-6.94,0.63,-0.96,-4.76
1.5,false,0.007911,0.011628,0.0500,199.55,51.00,16.00,33.00,2.00,1.869,8.73,-1.12,0.63,-0.96,-4.76
1.5,false,0.007911,0.012274,0.0500,199.55,53.00,16.00,33.00,2.00,2.276,8.73,2.75,0.63,-0.96,-4.76
1.5,false,0.007911,0.012920,0.0500,199.55,56.00,16.00,33.00,2.00,3.730,8.73,8.57,0.63,-0.96,-4.76
1.5,false,0.007911,0.013566,0.0500,199.55,59.00,16.00,33.00,2.00,5.184,8.73,14.39,0.63,-0.96,-4.76
1.5,false,0.007911,0.014212,0.0500,199.55,62.00,16.00,33.00,2.00,6.638,8.73,20.20,0.63,-0.96,-4.76
1.5,false,0.008350,0.010982,0.0500,199.55,48.00,17.00,34.00,1.00,17.070,8.73,-6.94,6.92,2.04,-52.38
1.5,false,0.008350,0.011628,0.0500,199.55,52.00,17.00,34.00,1.00,15.539,8.73,0.81,6.92,2.04,-52.38
1.5,false,0.008350,0.012274,0.0500,199.55,54.00,17.00,34.00,1.00,16.508,8.73,4.69,6.92,2.04,-52.38
1.5,false,0.008350,0.012920,0.0500,199.55,57.00,17.00,34.00,1.00,17.962,8.73,10.51,6.92,2.04,-52.38
1.5,false,0.008350,0.013566,0.0500,199.55,60.00,17.00,34.00,1.00,19.416,8.73,16.32,6.92,2.04,-52.38
1.5,false,0.008350,0.014212,0.0500,199.55,63.00,17.00,34.00,1.00,20.870,8.73,22.14,6.92,2.04,-52.38
1.5,false,0.008790,0.010982,0.0500,199.55,48.00,18.00,36.00,2.00,8.238,8.73,-6.94,13.21,8.04,-4.76
1.5,false,0.008790,0.011628,0.0500,199.55,51.00,18.00,36.00,2.00,6.784,8.73,-1.12,13.21,8.04,-4.76
1.5,false,0.008790,0.012274,0.0500,199.55,54.00,18.00,36.00,2.00,7.676,8.73,4.69,13.21,8.04,-4.76
1.5,false,0.008790,0.012920,0.0500,199.55,56.00,18.00,36.00,2.00,8.645,8.73,8.57,13.21,8.04,-4.76
1.5,false,0.008790,0.013566,0.0500,199.55,60.00,18.00,36.00,2.00,10.584,8.73,16.32,13.21,8.04,-4.76
1.5,false,0.008790,0.014212,0.0500,199.55,62.00,18.00,36.00,2.00,11.554,8.73,20.20,13.21,8.04,-4.76
1.5,false,0.009229,0.010982,0.0500,199.55,48.00,18.00,38.00,2.00,9.739,8.73,-6.94,13.21,14.05,-4.76
1.5,false,0.009229,0.011628,0.0500,199.55,51.00,18.00,38.00,2.00,8.285,8.73,-1.12,13.21,14.05,-4.76
1.5,false,0.009229,0.012274,0.0500,199.55,53.00,18.00,38.00,2.00,8.692,8.73,2.75,13.21,14.05,-4.76
1.5,false,0.009229,0.012920,0.0500,199.55,56.00,18.00,38.00,2.00,10.146,8.73,8.57,13.21,14.05,-4.76
1.5,false,0.009229,0.013566,0.0500,199.55,60.00,18.00,38.00,2.00,12.085,8.73,16.32,13.21,14.05,-4.76
1.5,false,0.009229,0.014212,0.0500,199.55,63.00,18.00,38.00,2.00,13.539,8.73,22.14,13.21,14.05,-4.76
1.5,false,0.009669,0.010982,0.0500,199.55,49.00,19.00,39.00,2.00,11.577,8.73,-5.00,19.50,17.05,-4.76
1.5,false,0.009669,0.011628,0.0500,199.55,51.00,19.00,39.00,2.00,10.608,8.73,-1.12,19.50,17.05,-4.76
1.5,false,0.009669,0.012274,0.0500,199.55,54.00,19.00,39.00,2.00,11.499,8.73,4.69,19.50,17.05,-4.76
1.5,false,0.009669,0.012920,0.0500,199.55,57.00,19.00,39.00,2.00,12.953,8.73,10.51,19.50,17.05,-4.76
1.5,false,0.009669,0.013566,0.0500,199.55,61.00,19.00,39.00,2.00,14.892,8.73,18.26,19.50,17.05,-4.76
1.5,false,0.009669,0.014212,0.0500,199.55,64.00,19.00,39.00,2.00,16.346,8.73,24.08,19.50,17.05,-4.76
1.5,false,0.007471,0.010982,0.0550,199.55,48.00,15.00,30.00,2.00,6.832,8.73,-6.94,-5.66,-9.96,-4.76
1.5,false,0.007471,0.011628,0.0550,199.55,51.00,15.00,30.00,2.00,5.378,8.73,-1.12,-5.66,-9.96,-4.76
1.5,false,0.007471,0.012274,0.0550,199.55,53.00,15.00,30.00,2.00,5.785,8.73,2.75,-5.66,-9.96,-4.76
1.5,false,0.007471,0.012920,0.0550,199.55,56.00,15.00,30.00,2.00,7.239,8.73,8.57,-5.66,-9.96,-4.76
1.5,false,0.007471,0.013566,0.0550,199.55,60.00,15.00,30.00,2.00,9.178,8.73,16.32,-5.66,-9.96,-4.76
1.5,false,0.007471,0.014212,0.0550,199.55,62.00,15.00,30.00,2.00,10.147,8.73,20.20,-5.66,-9.96,-4.76
1.5,false,0.007911,0.010982,0.0550,199.55,48.00,16.00,33.00,2.00,3.323,8.73,-6.94,0.63,-0.96,-4.76
1.5,false,0.007911,0.011628,0.0550,199.55,51.00,16.00,33.00,2.00,1.869,8.73,-1.12,0.63,-0.96,-4.76
1.5,false,0.007911,0.012274,0.0550,199.55,53.00,16.00,33.00,2.00,2.276,8.73,2.75,0.63,-0.96,-4.76
1.5,false,0.007911,0.012920,0.0550,199.55,56.00,16.00,33.00,2.00,3.730,8.73,8.57,0.63,-0.96,-4.76
1.5,false,0.007911,0.013566,0.0550,199.55,59.00,16.00,33.00,2.00,5.184,8.73,14.39,0.63,-0.96,-4.76
1.5,false,0.007911,0.014212,0.0550,199.55,62.00,16.00,33.00,2.00,6.638,8.73,20.20,0.63,-0.96,-4.76
1.5,false,0.008350,0.010982,0.0550,199.55,48.00,17.00,34.00,2.00,5.165,8.73,-6.94,6.92,2.04,-4.76
1.5,false,0.008350,0.011628,0.0550,199.55,52.00,17.00,34.00,2.00,3.634,8.73,0.81,6.92,2.04,-4.76
1.5,false,0.008350,0.012274,0.0550,199.55,54.00,17.00,34.00,2.00,4.603,8.73,4.69,6.92,2.04,-4.76
1.5,false,0.008350,0.012920,0.0550,199.55,57.00,17.00,34.00,2.00,6.057,8.73,10.51,6.92,2.04,-4.76
1.5,false,0.008350,0.013566,0.0550,199.55,60.00,17.00,34.00,2.00,7.511,8.73,16.32,6.92,2.04,-4.76
1.5,false,0.008350,0.014212,0.0550,199.55,63.00,17.00,34.00,2.00,8.965,8.73,22.14,6.92,2.04,-4.76
1.5,false,0.008790,0.010982,0.0550,199.55,48.00,18.00,35.00,2.00,7.488,8.73,-6.94,13.21,5.04,-4.76
1.5,false,0.008790,0.011628,0.0550,199.55,51.00,18.00,35.00,2.00,6.034,8.73,-1.12,13.21,5.04,-4.76
1.5,false,0.008790,0.012274,0.0550,199.55,54.00,18.00,35.00,2.00,6.926,8.73,4.69,13.21,5.04,-4.76
1.5,false,0.008790,0.012920,0.0550,199.55,56.00,18.00,35.00,2.00,7.895,8.73,8.57,13.21,5.04,-4.76
1.5,false,0.008790,0.013566,0.0550,199.55,60.00,18.00,35.00,2.00,9.834,8.73,16.32,13.21,5.04,-4.76
1.5,false,0.008790,0.014212,0.0550,199.55,62.00,18.00,35.00,2.00,10.803,8.73,20.20,13.21,5.04,-4.76
1.5,false,0.009229,0.010982,0.0550,199.55,48.00,18.00,37.00,2.00,8.989,8.73,-6.94,13.21,11.04,-4.76
1.5,false,0.009229,0.011628,0.0550,199.55,51.00,18.00,37.00,2.00,7.535,8.73,-1.12,13.21,11.04,-4.76
1.5,false,0.009229,0.012274,0.0550,199.55,53.00,18.00,37.00,2.00,7.942,8.73,2.75,13.21,11.04,-4.76
1.5,false,0.009229,0.012920,0.0550,199.55,56.00,18.00,37.00,2.00,9.396,8.73,8.57,13.21,11.04,-4.76
1.5,false,0.009229,0.013566,0.0550,199.55,60.00,18.00,37.00,2.00,11.335,8.73,16.32,13.21,11.04,-4.76
1.5,false,0.009229,0.014212,0.0550,199.55,63.00,18.00,37.00,2.00,12.789,8.73,22.14,13.21,11.04,-4.76
1.5,false,0.009669,0.010982,0.0550,199.55,49.00,19.00,39.00,2.00,11.577,8.73,-5.00,19.50,17.05,-4.76
1.5,false,0.009669,0.011628,0.0550,199.55,51.00,19.00,39.00,2.00,10.608,8.73,-1.12,19.50,17.05,-4.76
1.5,false,0.009669,0.012274,0.0550,199.55,54.00,19.00,39.00,2.00,11.499,8.73,4.69,19.50,17.05,-4.76
1.5,false,0.009669,0.012920,0.0550,199.55,57.00,19.00,39.00,2.00,12.953,8.73,10.51,19.50,17.05,-4.76
1.5,false,0.009669,0.013566,0.0550,199.55,61.00,19.00,39.00,2.00,14.892,8.73,18.26,19.50,17.05,-4.76
1.5,false,0.009669,0.014212,0.0550,199.55,64.00,19.00,39.00,2.00,16.346,8.73,24.08,19.50,17.05,-4.76
1.5,false,0.007471,0.010982,0.0590,199.55,48.00,15.00,30.00,2.00,6.832,8.73,-6.94,-5.66,-9.96,-4.76
1.5,false,0.007471,0.011628,0.0590,199.55,51.00,15.00,30.00,2.00,5.378,8.73,-1.12,-5.66,-9.96,-4.76
1.5,false,0.007471,0.012274,0.0590,199.55,53.00,15.00,30.00,2.00,5.785,8.73,2.75,-5.66,-9.96,-4.76
1.5,false,0.007471,0.012920,0.0590,199.55,56.00,15.00,30.00,2.00,7.239,8.73,8.57,-5.66,-9.96,-4.76
1.5,false,0.007471,0.013566,0.0590,199.55,60.00,15.00,30.00,2.00,9.178,8.73,16.32,-5.66,-9.96,-4.76
1.5,false,0.007471,0.014212,0.0590,199.55,62.00,15.00,30.00,2.00,10.147,8.73,20.20,-5.66,-9.96,-4.76
1.5,false,0.007911,0.010982,0.0590,199.55,48.00,16.00,33.00,2.00,3.323,8.73,-6.94,0.63,-0.96,-4.76
1.5,false,0.007911,0.011628,0.0590,199.55,51.00,16.00,33.00,2.00,1.869,8.73,-1.12,0.63,-0.96,-4.76
1.5,false,0.007911,0.012274,0.0590,199.55,53.00,16.00,33.00,2.00,2.276,8.73,2.75,0.63,-0.96,-4.76
1.5,false,0.007911,0.012920,0.0590,199.55,56.00,16.00,33.00,2.00,3.730,8.73,8.57,0.63,-0.96,-4.76
1.5,false,0.007911,0.013566,0.0590,199.55,59.00,16.00,33.00,2.00,5.184,8.73,14.39,0.63,-0.96,-4.76
1.5,false,0.007911,0.014212,0.0590,199.55,62.00,16.00,33.00,2.00,6.638,8.73,20.20,0.63,-0.96,-4.76
1.5,false,0.008350,0.010982,0.0590,199.55,48.00,17.00,34.00,2.00,5.165,8.73,-6.94,6.92,2.04,-4.76
1.5,false,0.008350,0.011628,0.0590,199.55,52.00,17.00,34.00,2.00,3.634,8.73,0.81,6.92,2.04,-4.76
1.5,false,0.008350,0.012274,0.0590,199.55,54.00,17.00,34.00,2.00,4.603,8.73,4.69,6.92,2.04,-4.76
1.5,false,0.008350,0.012920,0.0590,199.55,57.00,17.00,34.00,2.00,6.057,8.73,10.51,6.92,2.04,-4.76
1.5,false,0.008350,0.013566,0.0590,199.55,60.00,17.00,34.00,2.00,7.511,8.73,16.32,6.92,2.04,-4.76
1.5,false,0.008350,0.014212,0.0590,199.55,63.00,17.00,34.00,2.00,8.965,8.73,22.14,6.92,2.04,-4.76
1.5,false,0.008790,0.010982,0.0590,199.55,48.00,18.00,35.00,2.00,7.488,8.73,-6.94,13.21,5.04,-4.76
1.5,false,0.008790,0.011628,0.0590,199.55,51.00,18.00,35.00,2.00,6.034,8.73,-1.12,13.21,5.04,-4.76
1.5,false,0.008790,0.012274,0.0590,199.55,54.00,18.00,35.00,2.00,6.926,8.73,4.69,13.21,5.04,-4.76
1.5,false,0.008790,0.012920,0.0590,199.55,56.00,18.00,35.00,2.00,7.895,8.73,8.57,13.21,5.04,-4.76
1.5,false,0.008790,0.013566,0.0590,199.55,60.00,18.00,35.00,2.00,9.834,8.73,16.32,13.21,5.04,-4.76
1.5,false,0.008790,0.014212,0.0590,199.55,62.00,18.00,35.00,2.00,10.803,8.73,20.20,13.21,5.04,-4.76
1.5,false,0.009229,0.010982,0.0590,199.55,48.00,18.00,37.00,2.00,8.989,8.73,-6.94,13.21,11.04,-4.76
1.5,false,0.009229,0.011628,0.0590,199.55,51.00,18.00,37.00,2.00,7.535,8.73,-1.12,13.21,11.04,-4.76
1.5,false,0.009229,0.012274,0.0590,199.55,53.00,18.00,37.00,2.00,7.942,8.73,2.75,13.21,11.04,-4.76
1.5,false,0.009229,0.012920,0.0590,199.55,56.00,18.00,37.00,2.00,9.396,8.73,8.57,13.21,11.04,-4.76
1.5,false,0.009229,0.013566,0.0590,199.55,60.00,18.00,37.00,2.00,11.335,8.73,16.32,13.21,11.04,-4.76
1.5,false,0.009229,0.014212,0.0590,199.55,63.00,18.00,37.00,2.00,12.789,8.73,22.14,13.21,11.04,-4.76
1.5,false,0.009669,0.010982,0.0590,199.55,49.00,19.00,39.00,2.00,11.577,8.73,-5.00,19.50,17.05,-4.76
1.5,false,0.009669,0.011628,0.0590,199.55,51.00,19.00,39.00,2.00,10.608,8.73,-1.12,19.50,17.05,-4.76
1.5,false,0.009669,0.012274,0.0590,199.55,54.00,19.00,39.00,2.00,11.499,8.73,4.69,19.50,17.05,-4.76
1.5,false,0.009669,0.012920,0.0590,199.55,57.00,19.00,39.00,2.00,12.953,8.73,10.51,19.50,17.05,-4.76
1.5,false,0.009669,0.013566,0.0590,199.55,61.00,19.00,39.00,2.00,14.892,8.73,18.26,19.50,17.05,-4.76
1.5,false,0.009669,0.014212,0.0590,199.55,64.00,19.00,39.00,2.00,16.346,8.73,24.08,19.50,17.05,-4.76
1.5,false,0.007471,0.010982,0.0620,199.55,48.00,16.00,30.00,2.00,5.574,8.73,-6.94,0.63,-9.96,-4.76
1.5,false,0.007471,0.011628,0.0620,199.55,51.00,16.00,30.00,2.00,4.120,8.73,-1.12,0.63,-9.96,-4.76
1.5,false,0.007471,0.012274,0.0620,199.55,53.00,16.00,30.00,2.00,4.527,8.73,2.75,0.63,-9.96,-4.76
1.5,false,0.007471,0.012920,0.0620,199.55,56.00,16.00,30.00,2.00,5.981,8.73,8.57,0.63,-9.96,-4.76
1.5,false,0.007471,0.013566,0.0620,199.55,60.00,16.00,30.00,2.00,7.920,8.73,16.32,0.63,-9.96,-4.76
1.5,false,0.007471,0.014212,0.0620,199.55,62.00,16.00,30.00,2.00,8.889,8.73,20.20,0.63,-9.96,-4.76
1.5,false,0.007911,0.010982,0.0620,199.55,48.00,17.00,32.00,2.00,5.646,8.73,-6.94,6.92,-3.96,-4.76
1.5,false,0.007911,0.011628,0.0620,199.55,51.00,17.00,32.00,2.00,4.192,8.73,-1.12,6.92,-3.96,-4.76
1.5,false,0.007911,0.012274,0.0620,199.55,53.00,17.00,32.00,2.00,4.599,8.73,2.75,6.92,-3.96,-4.76
1.5,false,0.007911,0.012920,0.0620,199.55,56.00,17.00,32.00,2.00,6.053,8.73,8.57,6.92,-3.96,-4.76
1.5,false,0.007911,0.013566,0.0620,199.55,59.00,17.00,32.00,2.00,7.507,8.73,14.39,6.92,-3.96,-4.76
1.5,false,0.007911,0.014212,0.0620,199.55,62.00,17.00,32.00,2.00,8.961,8.73,20.20,6.92,-3.96,-4.76
1.5,false,0.008350,0.010982,0.0620,199.55,48.00,17.00,34.00,2.00,5.165,8.73,-6.94,6.92,2.04,-4.76
1.5,false,0.008350,0.011628,0.0620,199.55,52.00,17.00,34.00,2.00,3.634,8.73,0.81,6.92,2.04,-4.76
1.5,false,0.008350,0.012274,0.0620,199.55,54.00,17.00,34.00,2.00,4.603,8.73,4.69,6.92,2.04,-4.76
1.5,false,0.008350,0.012920,0.0620,199.55,57.00,17.00,34.00,2.00,6.057,8.73,10.51,6.92,2.04,-4.76
1.5,false,0.008350,0.013566,0.0620,199.55,60.00,17.00,34.00,2.00,7.511,8.73,16.32,6.92,2.04,-4.76
1.5,false,0.008350,0.014212,0.0620,199.55,63.00,17.00,34.00,2.00,8.965,8.73,22.14,6.92,2.04,-4.76
1.5,false,0.008790,0.010982,0.0620,199.55,48.00,18.00,35.00,2.00,7.488,8.73,-6.94,13.21,5.04,-4.76
1.5,false,0.008790,0.011628,0.0620,199.55,51.00,18.00,35.00,2.00,6.034,8.73,-1.12,13.21,5.04,-4.76
1.5,false,0.008790,0.012274,0.0620,199.55,54.00,18.00,35.00,2.00,6.926,8.73,4.69,13.21,5.04,-4.76
1.5,false,0.008790,0.012920,0.0620,199.55,56.00,18.00,35.00,2.00,7.895,8.73,8.57,13.21,5.04,-4.76
1.5,false,0.008790,0.013566,0.0620,199.55,60.00,18.00,35.00,2.00,9.834,8.73,16.32,13.21,5.04,-4.76
1.5,false,0.008790,0.014212,0.0620,199.55,62.00,18.00,35.00,2.00,10.803,8.73,20.20,13.21,5.04,-4.76
1.5,false,0.009229,0.010982,0.0620,199.55,48.00,18.00,37.00,2.00,8.989,8.73,-6.94,13.21,11.04,-4.76
1.5,false,0.009229,0.011628,0.0620,199.55,51.00,18.00,37.00,2.00,7.535,8.73,-1.12,13.21,11.04,-4.76
1.5,false,0.009229,0.012274,0.0620,199.55,53.00,18.00,37.00,2.00,7.942,8.73,2.75,13.21,11.04,-4.76
1.5,false,0.009229,0.012920,0.0620,199.55,56.00,18.00,37.00,2.00,9.396,8.73,8.57,13.21,11.04,-4.76
1.5,false,0.009229,0.013566,0.0620,199.55,60.00,18.00,37.00,2.00,11.335,8.73,16.32,13.21,11.04,-4.76
1.5,false,0.009229,0.014212,0.0620,199.55,63.00,18.00,37.00,2.00,12.789,8.73,22.14,13.21,11.04,-4.76
1.5,false,0.009669,0.010982,0.0620,199.55,49.00,19.00,39.00,2.00,11.577,8.73,-5.00,19.50,17.05,-4.76
1.5,false,0.009669,0.011628,0.0620,199.55,51.00,19.00,39.00,2.00,10.608,8.73,-1.12,19.50,17.05,-4.76
1.5,false,0.009669,0.012274,0.0620,199.55,54.00,19.00,39.00,2.00,11.499,8.73,4.69,19.50,17.05,-4.76
1.5,false,0.009669,0.012920,0.0620,199.55,57.00,19.00,39.00,2.00,12.953,8.73,10.51,19.50,17.05,-4.76
1.5,false,0.009669,0.013566,0.0620,199.55,61.00,19.00,39.00,2.00,14.892,8.73,18.26,19.50,17.05,-4.76
1.5,false,0.009669,0.014212,0.0620,199.55,64.00,19.00,39.00,2.00,16.346,8.73,24.08,19.50,17.05,-4.76
1.5,false,0.007471,0.010982,0.0650,199.55,48.00,16.00,30.00,2.00,5.574,8.73,-6.94,0.63,-9.96,-4.76
1.5,false,0.007471,0.011628,0.0650,199.55,51.00,16.00,30.00,2.00,4.120,8.73,-1.12,0.63,-9.96,-4.76
1.5,false,0.007471,0.012274,0.0650,199.55,53.00,16.00,30.00,2.00,4.527,8.73,2.75,0.63,-9.96,-4.76
1.5,false,0.007471,0.012920,0.0650,199.55,56.00,16.00,30.00,2.00,5.981,8.73,8.57,0.63,-9.96,-4.76
1.5,false,0.007471,0.013566,0.0650,199.55,60.00,16.00,30.00,2.00,7.920,8.73,16.32,0.63,-9.96,-4.76
1.5,false,0.007471,0.014212,0.0650,199.55,62.00,16.00,30.00,2.00,8.889,8.73,20.20,0.63,-9.96,-4.76
1.5,false,0.007911,0.010982,0.0650,199.55,48.00,17.00,32.00,2.00,5.646,8.73,-6.94,6.92,-3.96,-4.76
1.5,false,0.007911,0.011628,0.0650,199.55,51.00,17.00,32.00,2.00,4.192,8.73,-1.12,6.92,-3.96,-4.76
1.5,false,0.007911,0.012274,0.0650,199.55,53.00,17.00,32.00,2.00,4.599,8.73,2.75,6.92,-3.96,-4.76
1.5,false,0.007911,0.012920,0.0650,199.55,56.00,17.00,32.00,2.00,6.053,8.73,8.57,6.92,-3.96,-4.76
1.5,false,0.007911,0.013566,0.0650,199.55,59.00,17.00,32.00,2.00,7.507,8.73,14.39,6.92,-3.96,-4.76
1.5,false,0.007911,0.014212,0.0650,199.55,62.00,17.00,32.00,2.00,8.961,8.73,20.20,6.92,-3.96,-4.76
1.5,false,0.008350,0.010982,0.0650,199.55,48.00,17.00,34.00,2.00,5.165,8.73,-6.94,6.92,2.04,-4.76
1.5,false,0.008350,0.011628,0.0650,199.55,52.00,17.00,34.00,2.00,3.634,8.73,0.81,6.92,2.04,-4.76
1.5,false,0.008350,0.012274,0.0650,199.55,54.00,17.00,34.00,2.00,4.603,8.73,4.69,6.92,2.04,-4.76
1.5,false,0.008350,0.012920,0.0650,199.55,57.00,17.00,34.00,2.00,6.057,8.73,10.51,6.92,2.04,-4.76
1.5,false,0.008350,0.013566,0.0650,199.55,60.00,17.00,34.00,2.00,7.511,8.73,16.32,6.92,2.04,-4.76
1.5,false,0.008350,0.014212,0.0650,199.55,63.00,17.00,34.00,2.00,8.965,8.73,22.14,6.92,2.04,-4.76
1.5,false,0.008790,0.010982,0.0650,199.55,48.00,18.00,35.00,2.00,7.488,8.73,-6.94,13.21,5.04,-4.76
1.5,false,0.008790,0.011628,0.0650,199.55,51.00,18.00,35.00,2.00,6.034,8.73,-1.12,13.21,5.04,-4.76
1.5,false,0.008790,0.012274,0.0650,199.55,54.00,18.00,35.00,2.00,6.926,8.73,4.69,13.21,5.04,-4.76
1.5,false,0.008790,0.012920,0.0650,199.55,56.00,18.00,35.00,2.00,7.895,8.73,8.57,13.21,5.04,-4.76
1.5,false,0.008790,0.013566,0.0650,199.55,60.00,18.00,35.00,2.00,9.834,8.73,16.32,13.21,5.04,-4.76
1.5,false,0.008790,0.014212,0.0650,199.55,62.00,18.00,35.00,2.00,10.803,8.73,20.20,13.21,5.04,-4.76
1.5,false,0.009229,0.010982,0.0650,199.55,48.00,19.00,37.00,2.00,10.561,8.73,-6.94,19.50,11.04,-4.76
1.5,false,0.009229,0.011628,0.0650,199.55,51.00,19.00,37.00,2.00,9.107,8.73,-1.12,19.50,11.04,-4.76
1.5,false,0.009229,0.012274,0.0650,199.55,53.00,19.00,37.00,2.00,9.514,8.73,2.75,19.50,11.04,-4.76
1.5,false,0.009229,0.012920,0.0650,199.55,56.00,19.00,37.00,2.00,10.968,8.73,8.57,19.50,11.04,-4.76
1.5,false,0.009229,0.013566,0.0650,199.55,60.00,19.00,37.00,2.00,12.907,8.73,16.32,19.50,11.04,-4.76
1.5,false,0.009229,0.014212,0.0650,199.55,63.00,19.00,37.00,2.00,14.361,8.73,22.14,19.50,11.04,-4.76
1.5,false,0.009669,0.010982,0.0650,199.55,49.00,19.00,39.00,3.00,21.101,8.73,-5.00,19.50,17.05,42.86
1.5,false,0.009669,0.011628,0.0650,199.55,51.00,19.00,39.00,3.00,20.131,8.73,-1.12,19.50,17.05,42.86
1.5,false,0.009669,0.012274,0.0650,199.55,54.00,19.00,39.00,3.00,21.023,8.73,4.69,19.50,17.05,42.86
1.5,false,0.009669,0.012920,0.0650,199.55,57.00,19.00,39.00,3.00,22.477,8.73,10.51,19.50,17.05,42.86
1.5,false,0.009669,0.013566,0.0650,199.55,61.00,19.00,39.00,3.00,24.416,8.73,18.26,19.50,17.05,42.86
1.5,false,0.009669,0.014212,0.0650,199.55,64.00,19.00,39.00,3.00,25.870,8.73,24.08,19.50,17.05,42.86
1.5,false,0.007471,0.010982,0.0700,199.55,48.00,16.00,30.00,2.00,5.574,8.73,-6.94,0.63,-9.96,-4.76
1.5,false,0.007471,0.011628,0.0700,199.55,51.00,16.00,30.00,2.00,4.120,8.73,-1.12,0.63,-9.96,-4.76
1.5,false,0.007471,0.012274,0.0700,199.55,53.00,16.00,30.00,2.00,4.527,8.73,2.75,0.63,-9.96,-4.76
1.5,false,0.007471,0.012920,0.0700,199.55,56.00,16.00,30.00,2.00,5.981,8.73,8.57,0.63,-9.96,-4.76
1.5,false,0.007471,0.013566,0.0700,199.55,60.00,16.00,30.00,2.00,7.920,8.73,16.32,0.63,-9.96,-4.76
1.5,false,0.007471,0.014212,0.0700,199.55,62.00,16.00,30.00,2.00,8.889,8.73,20.20,0.63,-9.96,-4.76
1.5,false,0.007911,0.010982,0.0700,199.55,48.00,17.00,32.00,2.00,5.646,8.73,-6.94,6.92,-3.96,-4.76
1.5,false,0.007911,0.011628,0.0700,199.55,51.00,17.00,32.00,2.00,4.192,8.73,-1.12,6.92,-3.96,-4.76
1.5,false,0.007911,0.012274,0.0700,199.55,53.00,17.00,32.00,2.00,4.599,8.73,2.75,6.92,-3.96,-4.76
1.5,false,0.007911,0.012920,0.0700,199.55,56.00,17.00,32.00,2.00,6.053,8.73,8.57,6.92,-3.96,-4.76
1.5,false,0.007911,0.013566,0.0700,199.55,59.00,17.00,32.00,2.00,7.507,8.73,14.39,6.92,-3.96,-4.76
1.5,false,0.007911,0.014212,0.0700,199.55,62.00,17.00,32.00,2.00,8.961,8.73,20.20,6.92,-3.96,-4.76
1.5,false,0.008350,0.010982,0.0700,199.55,48.00,17.00,34.00,2.00,5.165,8.73,-6.94,6.92,2.04,-4.76
1.5,false,0.008350,0.011628,0.0700,199.55,52.00,17.00,34.00,2.00,3.634,8.73,0.81,6.92,2.04,-4.76
1.5,false,0.008350,0.012274,0.0700,199.55,54.00,17.00,34.00,2.00,4.603,8.73,4.69,6.92,2.04,-4.76
1.5,false,0.008350,0.012920,0.0700,199.55,57.00,17.00,34.00,2.00,6.057,8.73,10.51,6.92,2.04,-4.76
